node_id,feature_id,value
514,11577,1.0
514,5345,1.0
514,7962,1.0
514,2603,1.0
514,6259,1.0
514,3600,1.0
514,5363,1.0
514,7191,1.0
514,2036,1.0
514,6245,1.0
514,2341,1.0
514,5148,1.0
514,12405,1.0
514,7597,1.0
514,8053,1.0
514,12169,1.0
514,5342,1.0
514,7075,1.0
514,13137,1.0
514,3809,1.0
514,1995,1.0
514,3109,1.0
514,11356,1.0
514,10648,1.0
514,963,1.0
514,4987,1.0
514,133,1.0
514,7076,1.0
514,12925,1.0
514,8489,1.0
514,6978,1.0
514,1529,1.0
514,6338,1.0
514,7931,1.0
514,4155,1.0
514,3433,1.0
514,7690,1.0
514,6854,1.0
514,8315,1.0
514,10010,1.0
514,2757,1.0
514,8349,1.0
514,5147,1.0
514,2968,1.0
514,163,1.0
514,3949,1.0
514,7577,1.0
514,2186,1.0
514,5957,1.0
514,11772,1.0
514,6801,1.0
514,9059,1.0
514,7791,1.0
514,5867,1.0
514,4911,1.0
514,2389,1.0
514,12813,1.0
514,4524,1.0
514,9083,1.0
514,12173,1.0
514,4025,1.0
514,12555,1.0
514,66,1.0
514,1192,1.0
514,1372,1.0
514,2325,1.0
514,12540,1.0
514,12951,1.0
514,9335,1.0
514,6518,1.0
514,12607,1.0
514,6826,1.0
514,6641,1.0
514,7802,1.0
514,10084,1.0
514,6421,1.0
514,203,1.0
514,7146,1.0
514,2511,1.0
514,11244,1.0
514,11180,1.0
514,4906,1.0
514,6266,1.0
514,10089,1.0
6227,5430,1.0
6227,8218,1.0
6227,3872,1.0
6227,8273,1.0
6227,5442,1.0
6227,11159,1.0
6227,9139,1.0
6227,29,1.0
6227,8946,1.0
6227,9534,1.0
6227,9860,1.0
6227,5769,1.0
6227,4004,1.0
6227,5108,1.0
6227,8936,1.0
6227,521,1.0
6227,9340,1.0
6227,2692,1.0
6227,10111,1.0
6227,6946,1.0
6227,473,1.0
6227,4274,1.0
6227,11611,1.0
6227,4535,1.0
6227,5904,1.0
6227,12265,1.0
6227,7463,1.0
6227,2793,1.0
6227,601,1.0
6227,8749,1.0
6227,6916,1.0
6227,11196,1.0
6227,973,1.0
6227,7916,1.0
6227,8091,1.0
6227,2866,1.0
6227,3824,1.0
6227,2496,1.0
6227,7301,1.0
6227,9259,1.0
6227,4629,1.0
6227,12631,1.0
6227,7927,1.0
6227,756,1.0
6227,12142,1.0
5541,6911,1.0
5541,2067,1.0
5541,12684,1.0
5541,5221,1.0
5541,6360,1.0
5541,1139,1.0
5541,2342,1.0
5541,5058,1.0
5541,10492,1.0
5541,12574,1.0
5541,12908,1.0
5541,10407,1.0
5541,8031,1.0
5541,3634,1.0
5541,3847,1.0
5541,9058,1.0
5541,13022,1.0
5541,9771,1.0
5541,7331,1.0
3481,7296,1.0
3481,3963,1.0
3481,533,1.0
3481,1670,1.0
3481,5221,1.0
3481,6360,1.0
3481,9801,1.0
3481,2342,1.0
3481,9464,1.0
3481,583,1.0
3481,10104,1.0
3481,3833,1.0
3481,7995,1.0
3481,3235,1.0
3481,11978,1.0
3481,12699,1.0
3481,1405,1.0
3481,5921,1.0
3481,1708,1.0
3481,4533,1.0
3481,9795,1.0
3481,11672,1.0
3481,13051,1.0
3481,3472,1.0
3481,3451,1.0
5924,9226,1.0
5924,12255,1.0
5924,11897,1.0
5924,5044,1.0
5924,12160,1.0
5924,1598,1.0
5924,3408,1.0
5924,10626,1.0
5924,5397,1.0
5924,6360,1.0
5924,11703,1.0
5924,1139,1.0
5924,3062,1.0
5924,988,1.0
5924,2415,1.0
5924,74,1.0
5924,4127,1.0
5924,12997,1.0
5924,924,1.0
5924,3197,1.0
5924,3428,1.0
5924,11201,1.0
5924,12281,1.0
5924,4898,1.0
5924,3093,1.0
5924,11303,1.0
5924,10271,1.0
5924,11941,1.0
5924,12271,1.0
5924,11514,1.0
5924,4518,1.0
5924,1527,1.0
5924,884,1.0
5924,10619,1.0
5924,1377,1.0
5924,12834,1.0
5924,4859,1.0
5924,9858,1.0
5924,12787,1.0
5924,529,1.0
5924,7368,1.0
5924,11276,1.0
5924,5644,1.0
5924,6490,1.0
5924,3214,1.0
5924,8629,1.0
5924,11206,1.0
5924,12325,1.0
5924,2227,1.0
5924,4919,1.0
5924,4383,1.0
5924,3831,1.0
5924,1356,1.0
5924,4066,1.0
5924,9914,1.0
5924,4966,1.0
5924,1596,1.0
5924,1655,1.0
5924,1090,1.0
5924,11320,1.0
5924,4012,1.0
5924,1382,1.0
5924,9665,1.0
5924,11298,1.0
5924,5574,1.0
5924,7063,1.0
5924,6937,1.0
5924,4608,1.0
5924,11988,1.0
5924,8323,1.0
5924,1417,1.0
5924,5185,1.0
5924,10885,1.0
5924,7270,1.0
5924,5551,1.0
5924,1817,1.0
5924,5986,1.0
5924,267,1.0
5924,10411,1.0
5924,1842,1.0
5924,13001,1.0
5924,3607,1.0
5924,3386,1.0
5924,12740,1.0
5924,12236,1.0
5924,3465,1.0
5924,11167,1.0
5924,3795,1.0
5924,4049,1.0
5924,1221,1.0
5924,12380,1.0
5924,5664,1.0
5924,8560,1.0
5924,7034,1.0
5924,880,1.0
5924,11318,1.0
5924,833,1.0
5924,6028,1.0
5924,5075,1.0
5924,1353,1.0
5924,1004,1.0
5924,10198,1.0
5924,2118,1.0
5924,4767,1.0
5924,12191,1.0
5924,2815,1.0
5924,8980,1.0
5924,10318,1.0
5924,556,1.0
5924,1170,1.0
5924,10332,1.0
5924,6606,1.0
5924,6004,1.0
5924,5914,1.0
5924,1864,1.0
5924,13156,1.0
5924,9978,1.0
1116,6898,1.0
1116,966,1.0
1116,11897,1.0
1116,5044,1.0
1116,12160,1.0
1116,1598,1.0
1116,3408,1.0
1116,10626,1.0
1116,5397,1.0
1116,6583,1.0
1116,12095,1.0
1116,6360,1.0
1116,11703,1.0
1116,3062,1.0
1116,9713,1.0
1116,12583,1.0
1116,7431,1.0
1116,12855,1.0
1116,7550,1.0
1116,12726,1.0
1116,8335,1.0
1116,7765,1.0
1116,113,1.0
1116,8619,1.0
1116,10194,1.0
1116,12027,1.0
1116,4384,1.0
1116,1848,1.0
1116,8196,1.0
1116,1418,1.0
1116,7517,1.0
1116,147,1.0
1116,7299,1.0
1116,1812,1.0
1116,3561,1.0
1116,374,1.0
1116,7546,1.0
1116,3726,1.0
1116,5701,1.0
1116,13023,1.0
1116,8277,1.0
1116,2833,1.0
1116,4048,1.0
1116,11,1.0
1116,88,1.0
1116,7771,1.0
1116,3831,1.0
1116,1356,1.0
1116,10578,1.0
1116,2127,1.0
1116,9501,1.0
1116,3112,1.0
1116,866,1.0
1116,115,1.0
1116,12124,1.0
1116,12454,1.0
1116,13032,1.0
1116,6836,1.0
1116,5615,1.0
1116,12175,1.0
1116,12358,1.0
1116,7973,1.0
1116,4332,1.0
1116,3812,1.0
1116,4665,1.0
1116,10354,1.0
1116,3289,1.0
1116,2407,1.0
1116,1357,1.0
1116,7340,1.0
1116,13147,1.0
1116,10904,1.0
1116,11605,1.0
1116,7270,1.0
1116,7207,1.0
1116,708,1.0
1116,1842,1.0
1116,2203,1.0
1116,2248,1.0
1116,9715,1.0
1116,1838,1.0
1116,3491,1.0
1116,7027,1.0
1116,4830,1.0
1116,1153,1.0
1116,593,1.0
1116,5721,1.0
1116,880,1.0
1116,7089,1.0
1116,9663,1.0
1116,5242,1.0
1116,3747,1.0
1116,4686,1.0
1116,9813,1.0
1116,8741,1.0
1116,855,1.0
1116,3365,1.0
1116,2515,1.0
1116,1992,1.0
1116,3319,1.0
1116,7384,1.0
1116,7960,1.0
1116,4570,1.0
1116,455,1.0
1116,11290,1.0
1116,556,1.0
1116,11235,1.0
1116,1926,1.0
1116,12025,1.0
1116,4344,1.0
1116,7145,1.0
1116,223,1.0
1116,11062,1.0
1116,9944,1.0
1116,12276,1.0
1116,6769,1.0
7823,10385,1.0
7823,8218,1.0
7823,9928,1.0
7823,5221,1.0
7823,9801,1.0
7823,2663,1.0
7823,9464,1.0
7823,7657,1.0
7823,1824,1.0
7823,1617,1.0
7823,4794,1.0
7823,11686,1.0
7823,8869,1.0
7823,12650,1.0
7823,8239,1.0
7823,2934,1.0
7823,5309,1.0
7823,7224,1.0
7823,3443,1.0
7823,4361,1.0
7823,12250,1.0
7823,1593,1.0
7823,5110,1.0
7823,13158,1.0
7823,5907,1.0
7823,11040,1.0
7823,5745,1.0
7823,5607,1.0
870,9029,1.0
870,8913,1.0
870,5740,1.0
870,8544,1.0
870,6360,1.0
870,10446,1.0
870,11165,1.0
870,739,1.0
870,788,1.0
870,8086,1.0
870,2587,1.0
870,11616,1.0
870,10864,1.0
870,1234,1.0
870,290,1.0
870,3538,1.0
870,10044,1.0
870,11198,1.0
870,10164,1.0
870,4054,1.0
870,6176,1.0
870,12471,1.0
870,7212,1.0
870,12314,1.0
870,1854,1.0
870,10057,1.0
870,521,1.0
870,3571,1.0
870,13017,1.0
870,570,1.0
870,6384,1.0
870,1115,1.0
870,67,1.0
870,12693,1.0
870,3801,1.0
870,10882,1.0
870,55,1.0
870,1824,1.0
870,11777,1.0
870,2840,1.0
870,11686,1.0
870,12081,1.0
870,11894,1.0
870,8892,1.0
870,361,1.0
870,12466,1.0
870,11621,1.0
870,10314,1.0
870,3472,1.0
870,2789,1.0
870,12775,1.0
870,5136,1.0
870,7701,1.0
870,12285,1.0
870,1825,1.0
870,4799,1.0
870,755,1.0
870,8571,1.0
870,475,1.0
870,9704,1.0
870,8142,1.0
870,8794,1.0
870,12035,1.0
870,11413,1.0
870,8087,1.0
870,7914,1.0
870,9590,1.0
870,6158,1.0
870,10572,1.0
870,5641,1.0
870,964,1.0
3671,9142,1.0
3671,7281,1.0
3671,11634,1.0
3671,2928,1.0
3671,8642,1.0
3671,2636,1.0
3671,2221,1.0
3671,3058,1.0
3671,5397,1.0
3671,11703,1.0
3671,12070,1.0
3671,6869,1.0
3671,12886,1.0
3671,11344,1.0
3671,2154,1.0
3671,7052,1.0
3671,6087,1.0
3671,1361,1.0
3671,10092,1.0
3671,9466,1.0
3671,6631,1.0
3671,8077,1.0
3671,4523,1.0
3671,7893,1.0
3671,5795,1.0
3671,11813,1.0
3671,10116,1.0
3671,2768,1.0
3671,4901,1.0
3671,1506,1.0
3671,13178,1.0
3671,10326,1.0
3671,2162,1.0
3671,12514,1.0
3671,8664,1.0
3671,11724,1.0
3671,8802,1.0
3671,10905,1.0
3671,7999,1.0
3671,736,1.0
3671,12665,1.0
3671,2905,1.0
3671,11066,1.0
3671,1810,1.0
3671,12300,1.0
3671,1559,1.0
3671,11061,1.0
3671,7075,1.0
3671,5496,1.0
3671,3289,1.0
3671,11032,1.0
3671,7559,1.0
3671,2893,1.0
3671,7685,1.0
3671,823,1.0
3671,1242,1.0
3671,5322,1.0
3671,9695,1.0
3671,11815,1.0
3671,7854,1.0
3671,12303,1.0
3671,6303,1.0
3671,10774,1.0
3671,8120,1.0
3671,1253,1.0
3671,7730,1.0
3671,12891,1.0
3671,4453,1.0
3671,377,1.0
3671,11606,1.0
3671,3497,1.0
3671,12711,1.0
3671,3371,1.0
3671,6912,1.0
3671,7678,1.0
3671,5989,1.0
3671,11213,1.0
3671,5169,1.0
3671,1335,1.0
3671,7928,1.0
3671,7869,1.0
3671,12414,1.0
3671,12714,1.0
3671,254,1.0
3671,11239,1.0
3671,6334,1.0
3671,1555,1.0
3671,5431,1.0
3671,3157,1.0
3671,11859,1.0
3671,8841,1.0
3671,3364,1.0
3671,1296,1.0
3671,8722,1.0
3671,12806,1.0
3671,8894,1.0
8153,9029,1.0
8153,1458,1.0
8153,11522,1.0
8153,7074,1.0
8153,6749,1.0
8153,12725,1.0
8153,10287,1.0
8153,3652,1.0
8153,5397,1.0
8153,6360,1.0
8153,3062,1.0
8153,417,1.0
8153,8986,1.0
8153,10833,1.0
8153,11279,1.0
8153,3917,1.0
8153,8625,1.0
8153,6087,1.0
8153,11921,1.0
8153,608,1.0
8153,10128,1.0
8153,12979,1.0
8153,5141,1.0
8153,852,1.0
8153,1737,1.0
8153,7365,1.0
8153,3908,1.0
8153,3147,1.0
8153,4858,1.0
8153,2838,1.0
8153,6784,1.0
8153,9654,1.0
8153,5197,1.0
8153,7877,1.0
8153,445,1.0
8153,122,1.0
8153,10652,1.0
8153,2827,1.0
8153,2002,1.0
8153,5793,1.0
8153,2123,1.0
8153,1006,1.0
8153,3664,1.0
8153,3145,1.0
8153,5515,1.0
8153,9883,1.0
8153,10320,1.0
8153,699,1.0
8153,5715,1.0
8153,11145,1.0
8153,12260,1.0
8153,10504,1.0
8153,1531,1.0
8153,7586,1.0
8153,7255,1.0
8153,8623,1.0
8153,9296,1.0
8153,2053,1.0
8153,10282,1.0
8153,5816,1.0
8153,3994,1.0
8153,4819,1.0
8153,1056,1.0
8153,4280,1.0
8153,10381,1.0
8153,776,1.0
8153,8600,1.0
8153,8899,1.0
8153,3925,1.0
8153,2956,1.0
8153,5614,1.0
8153,7496,1.0
8153,10088,1.0
8153,3867,1.0
8153,4281,1.0
8153,743,1.0
8153,2765,1.0
8153,7719,1.0
8153,12871,1.0
8153,12889,1.0
8153,2877,1.0
8153,8021,1.0
8153,7275,1.0
8153,1040,1.0
8153,12177,1.0
8153,3604,1.0
8153,8458,1.0
8153,11999,1.0
8153,3563,1.0
8153,12975,1.0
8153,3353,1.0
8153,1342,1.0
8153,352,1.0
8153,12332,1.0
8153,8666,1.0
8153,1132,1.0
8153,4508,1.0
8153,7685,1.0
8153,2374,1.0
8153,6315,1.0
8153,4295,1.0
8153,1890,1.0
8153,10458,1.0
8153,4811,1.0
8153,10156,1.0
8153,8518,1.0
8153,12497,1.0
8153,180,1.0
8153,12711,1.0
8153,825,1.0
8153,9459,1.0
8153,9736,1.0
8153,11990,1.0
8153,3517,1.0
8153,10256,1.0
8153,9060,1.0
8153,8878,1.0
8153,12873,1.0
8153,12564,1.0
8153,6062,1.0
8153,6519,1.0
8153,4186,1.0
8153,2264,1.0
8153,5661,1.0
8153,13115,1.0
8153,9141,1.0
8153,8174,1.0
8153,1341,1.0
8153,11081,1.0
8153,11577,1.0
8153,7037,1.0
8153,892,1.0
8153,7101,1.0
8153,10390,1.0
8153,1314,1.0
8153,9591,1.0
8153,12849,1.0
8153,10607,1.0
8153,9426,1.0
8153,8111,1.0
8153,11066,1.0
8153,5408,1.0
8153,2704,1.0
8153,3307,1.0
8153,5522,1.0
8153,2249,1.0
8153,687,1.0
8153,4902,1.0
8153,7731,1.0
8153,7413,1.0
8153,1985,1.0
8153,8589,1.0
8153,6861,1.0
8153,9717,1.0
8153,4284,1.0
8153,6159,1.0
8153,9730,1.0
8153,7872,1.0
8153,4563,1.0
8153,8106,1.0
8153,10098,1.0
8153,733,1.0
8153,133,1.0
8153,9865,1.0
8153,10395,1.0
8153,1529,1.0
8153,5875,1.0
8153,9282,1.0
8153,3204,1.0
8153,11426,1.0
8153,12714,1.0
8153,10059,1.0
8153,4026,1.0
8153,6609,1.0
8153,6357,1.0
8153,8315,1.0
8153,10010,1.0
8153,9249,1.0
8153,9448,1.0
8153,9505,1.0
8153,5093,1.0
8153,7448,1.0
8153,10979,1.0
8153,8349,1.0
8153,8018,1.0
8153,2046,1.0
8153,6584,1.0
8153,4213,1.0
8153,2347,1.0
8153,6431,1.0
8153,7774,1.0
8153,4868,1.0
8153,1270,1.0
8153,2768,1.0
8153,8094,1.0
8153,2682,1.0
8153,6862,1.0
8153,11485,1.0
8153,6992,1.0
8153,11399,1.0
8153,6103,1.0
8153,12525,1.0
8153,10755,1.0
8153,886,1.0
8153,3296,1.0
8153,5290,1.0
8153,12393,1.0
8153,5392,1.0
8153,6110,1.0
8153,3649,1.0
8153,12467,1.0
8153,1548,1.0
8153,731,1.0
8153,8676,1.0
8153,6621,1.0
8153,5586,1.0
8153,11797,1.0
8153,1772,1.0
8153,4076,1.0
8153,1194,1.0
8153,2895,1.0
8153,12819,1.0
8153,9045,1.0
8153,9420,1.0
8153,9932,1.0
8153,7709,1.0
8153,205,1.0
8153,326,1.0
8153,3550,1.0
8153,10081,1.0
8153,11859,1.0
8153,11244,1.0
8153,6321,1.0
8153,6498,1.0
6373,9313,1.0
6373,3892,1.0
6373,7921,1.0
6373,6253,1.0
6373,6822,1.0
6373,7339,1.0
6373,9310,1.0
6373,11864,1.0
6373,6146,1.0
6373,8205,1.0
6373,242,1.0
6373,10482,1.0
6373,4021,1.0
6373,4898,1.0
6373,12856,1.0
6373,1014,1.0
6373,10770,1.0
6373,9109,1.0
6373,9996,1.0
6373,995,1.0
6373,8529,1.0
6373,1457,1.0
6373,6235,1.0
6373,7761,1.0
6373,8782,1.0
6373,601,1.0
6373,6579,1.0
6373,7042,1.0
6373,10213,1.0
6373,6604,1.0
6373,12063,1.0
6373,3597,1.0
6373,5600,1.0
6373,7920,1.0
6373,12775,1.0
6373,7262,1.0
6373,3566,1.0
6373,3847,1.0
6373,1781,1.0
6373,7405,1.0
5867,9410,1.0
5867,8913,1.0
5867,3413,1.0
5867,1636,1.0
5867,348,1.0
5867,10077,1.0
5867,2799,1.0
5867,11414,1.0
5867,7323,1.0
5867,788,1.0
5867,11245,1.0
5867,11616,1.0
5867,12908,1.0
5867,10737,1.0
5867,755,1.0
5867,5475,1.0
5867,11957,1.0
5867,7927,1.0
5867,9838,1.0
5867,107,1.0
5867,10336,1.0
5867,12121,1.0
5867,9740,1.0
5867,12775,1.0
5419,3084,1.0
5419,8218,1.0
5419,1573,1.0
5419,12628,1.0
5419,10988,1.0
5419,7220,1.0
5419,7437,1.0
5419,2142,1.0
5419,8544,1.0
5419,6336,1.0
5419,1101,1.0
5419,3709,1.0
5419,9319,1.0
5419,12642,1.0
7972,3507,1.0
7972,1661,1.0
7972,1556,1.0
7972,8991,1.0
7972,2431,1.0
7972,4835,1.0
7972,8166,1.0
7972,939,1.0
7972,8585,1.0
7972,2058,1.0
7972,6360,1.0
7972,1345,1.0
7972,2408,1.0
7972,9187,1.0
7972,3703,1.0
7972,5961,1.0
7972,11196,1.0
7972,9777,1.0
7972,10741,1.0
7972,4316,1.0
7972,9516,1.0
7972,12144,1.0
7972,7676,1.0
7972,11403,1.0
7972,1002,1.0
7972,7408,1.0
7972,12205,1.0
7972,3879,1.0
7972,8727,1.0
7972,8918,1.0
7972,6185,1.0
7972,9398,1.0
7972,5336,1.0
7972,7495,1.0
7972,6670,1.0
7972,2215,1.0
7972,1952,1.0
7972,5641,1.0
7972,1608,1.0
7972,7642,1.0
4629,9313,1.0
4629,10203,1.0
4629,1307,1.0
4629,867,1.0
4629,5259,1.0
4629,7526,1.0
4629,4642,1.0
4629,8081,1.0
4629,7198,1.0
4629,2700,1.0
4629,5371,1.0
4629,2778,1.0
4629,8169,1.0
4629,7995,1.0
4629,7324,1.0
4629,5583,1.0
11446,7221,1.0
11446,8095,1.0
11446,9639,1.0
11446,5221,1.0
11446,8578,1.0
11446,9801,1.0
11446,1139,1.0
11446,2663,1.0
11446,9464,1.0
11446,8551,1.0
11446,1094,1.0
11446,1329,1.0
11446,9355,1.0
11446,6176,1.0
11446,10523,1.0
11446,8033,1.0
11446,9771,1.0
11446,5769,1.0
11446,11327,1.0
11446,4549,1.0
11446,9054,1.0
11446,3113,1.0
11446,11659,1.0
11446,1534,1.0
11446,9320,1.0
11446,4130,1.0
11446,11093,1.0
11446,5475,1.0
11446,13085,1.0
11446,11148,1.0
11446,8046,1.0
11446,12473,1.0
11446,7558,1.0
11446,2427,1.0
11446,12932,1.0
11446,3087,1.0
11446,6244,1.0
11446,9671,1.0
11446,7920,1.0
11446,879,1.0
11446,4393,1.0
11446,2496,1.0
11446,11082,1.0
11446,6803,1.0
11446,4452,1.0
11446,5961,1.0
11446,8677,1.0
11446,8031,1.0
11446,10310,1.0
11446,6817,1.0
11446,6380,1.0
11446,10221,1.0
11446,11612,1.0
11446,429,1.0
11446,10572,1.0
11446,7029,1.0
7559,12164,1.0
7559,2595,1.0
7559,2274,1.0
7559,5221,1.0
7559,8777,1.0
7559,368,1.0
7559,3389,1.0
7559,1345,1.0
7559,6093,1.0
7559,12981,1.0
7559,12157,1.0
7559,9850,1.0
7559,8785,1.0
863,6265,1.0
863,2067,1.0
863,3737,1.0
863,5678,1.0
863,9803,1.0
863,637,1.0
863,10815,1.0
863,1852,1.0
863,1636,1.0
863,10490,1.0
863,5643,1.0
863,10980,1.0
863,4647,1.0
863,9693,1.0
863,1893,1.0
863,6031,1.0
863,2802,1.0
863,10082,1.0
863,6422,1.0
863,8209,1.0
863,11786,1.0
863,2184,1.0
863,7225,1.0
863,6013,1.0
863,1020,1.0
863,11243,1.0
863,4224,1.0
863,6850,1.0
863,663,1.0
863,2518,1.0
863,2756,1.0
863,8442,1.0
863,9074,1.0
863,11682,1.0
863,1624,1.0
863,3541,1.0
863,2041,1.0
863,11926,1.0
863,11891,1.0
863,6086,1.0
863,10890,1.0
863,7124,1.0
863,13100,1.0
863,11204,1.0
863,8169,1.0
863,12884,1.0
863,8469,1.0
863,6,1.0
863,999,1.0
863,4085,1.0
863,1836,1.0
863,10936,1.0
863,8593,1.0
863,6983,1.0
863,2425,1.0
863,9290,1.0
863,10556,1.0
863,705,1.0
863,3336,1.0
863,634,1.0
863,3907,1.0
863,7790,1.0
863,3996,1.0
863,12690,1.0
863,7571,1.0
863,8334,1.0
863,1129,1.0
863,8727,1.0
863,5830,1.0
863,12314,1.0
863,12275,1.0
863,5556,1.0
863,11074,1.0
863,11711,1.0
863,5490,1.0
863,11568,1.0
863,7980,1.0
863,4179,1.0
863,992,1.0
863,6203,1.0
863,2133,1.0
863,7751,1.0
863,9078,1.0
863,9130,1.0
863,4913,1.0
863,8039,1.0
863,9458,1.0
863,2617,1.0
863,10474,1.0
863,6562,1.0
863,2285,1.0
863,11820,1.0
863,4572,1.0
863,755,1.0
863,8252,1.0
863,758,1.0
863,6817,1.0
863,12359,1.0
863,1722,1.0
863,6461,1.0
863,13134,1.0
863,12858,1.0
863,4720,1.0
863,12295,1.0
863,2758,1.0
863,1960,1.0
863,12984,1.0
863,8178,1.0
863,9143,1.0
863,8235,1.0
863,5247,1.0
863,2502,1.0
863,6481,1.0
863,10546,1.0
863,6756,1.0
863,2695,1.0
863,11302,1.0
863,6755,1.0
863,1899,1.0
863,2496,1.0
863,1789,1.0
863,5008,1.0
863,8161,1.0
863,11916,1.0
863,10358,1.0
863,11784,1.0
863,8579,1.0
863,4916,1.0
863,4714,1.0
863,3331,1.0
863,517,1.0
863,8411,1.0
863,2839,1.0
863,10296,1.0
863,3611,1.0
863,9516,1.0
863,9578,1.0
863,10473,1.0
863,9942,1.0
863,8105,1.0
863,9676,1.0
863,1359,1.0
863,7362,1.0
863,521,1.0
863,8797,1.0
863,5245,1.0
863,7100,1.0
863,2843,1.0
863,2148,1.0
863,10675,1.0
863,12476,1.0
863,7056,1.0
863,6860,1.0
863,2196,1.0
863,6764,1.0
863,5896,1.0
863,5471,1.0
863,8384,1.0
863,7657,1.0
863,10531,1.0
863,10547,1.0
863,6995,1.0
863,1479,1.0
863,9556,1.0
863,7855,1.0
863,11309,1.0
863,8470,1.0
863,12634,1.0
863,2270,1.0
863,5398,1.0
863,4172,1.0
863,12212,1.0
863,4195,1.0
863,5641,1.0
863,10360,1.0
863,6505,1.0
2139,5430,1.0
2139,8218,1.0
2139,5221,1.0
2139,10851,1.0
2139,2342,1.0
2139,11178,1.0
2139,10431,1.0
2139,11839,1.0
2139,11086,1.0
2139,11998,1.0
2139,3847,1.0
2139,8611,1.0
2139,4054,1.0
2139,2778,1.0
2139,8449,1.0
2139,9903,1.0
2139,10036,1.0
2139,4015,1.0
2139,3014,1.0
2139,2755,1.0
2139,1952,1.0
2139,601,1.0
3776,3084,1.0
3776,8872,1.0
3776,1573,1.0
3776,12628,1.0
3776,10988,1.0
3776,7220,1.0
3776,7437,1.0
3776,2142,1.0
